ADM0_CODE,ef4,ipcc_method
270,0.0125070331073478,2019
271,0.00937322394468134,2019
2647,0.0138787070600919,2019
2648,0.00666370062938158,2019
33364,0.014,2019
40760,0.005,2019
40762,0.005,2019
40765,0.005,2019
40781,0.00536209833022462,2019
61013,0.005,2019
147295,0.00726645560887604,2019
147296,0.014,2019
6,0.00527434896916422,2019
74,0.0084764233550082,2019
102,0.005,2019
74578,0.0100261510894183,2019
