"ADM0_CODE","Animal_short","mmspasture","mmsdaily","mmssolid","mmssolidcov","mmssolidbulk","mmssolidadd","mmsdrylot","mmspit1","mmspit3","mmspit4","mmspit6","mmspit12","mmsliquid1","mmsliquid3","mmsliquid4","mmsliquid6","mmsliquid12","mmsliquidnatcov1","mmsliquidnatcov3","mmsliquidnatcov4","mmsliquidnatcov6","mmsliquidnatcov12","mmsliquidsolcov1","mmsliquidsolcov3","mmsliquidsolcov4","mmsliquidsolcov6","mmsliquidsolcov12","mmslagoon","mmsbiogaslowleak1","mmsbiogaslowleak2","mmsbiogaslowleak3","mmsbiogashighleak1","mmsbiogashighleak2","mmsbiogashighleak3","mmsburned","mmsdeepnomix2","mmsdeepnomix1","mmsdeepmix2","mmsdeepmix1","mmscompostves","mmscompoststat","mmscompostint","mmscompostpass","mmslitter","mmsnolitter","mmsareobic","mmsaerproc","ipcc_method"
2,"CHK",0.02,0,0.005,0.005,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,0,0,0,0,0,0,0,0.01,0.01,0.07,0.07,0.006,0.006,0.1,0.01,0.001,0.001,0.01,0.005,"2006"
2,"GTS",0.01,0,0.005,0.005,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,0,0,0,0,0,0,0,0.01,0.01,0.07,0.07,0.006,0.006,0.1,0.01,0.001,0.001,0.01,0.005,"2006"
2,"SHP",0.01,0,0.005,0.005,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,0,0,0,0,0,0,0,0.01,0.01,0.07,0.07,0.006,0.006,0.1,0.01,0.001,0.001,0.01,0.005,"2006"
2,"CML",0.01,0,0.005,0.005,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,0,0,0,0,0,0,0,0.01,0.01,0.07,0.07,0.006,0.006,0.1,0.01,0.001,0.001,0.01,0.005,"2006"
3,"PGS",0.02,0,0.005,0.005,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,0,0,0,0,0,0,0,0.01,0.01,0.07,0.07,0.006,0.006,0.1,0.01,0.001,0.001,0.01,0.005,"2006"
3,"CTL",0.02,0,0.005,0.005,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,0,0,0,0,0,0,0,0.01,0.01,0.07,0.07,0.006,0.006,0.1,0.01,0.001,0.001,0.01,0.005,"2006"
3,"BFL",0.02,0,0.005,0.005,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,0,0,0,0,0,0,0,0.01,0.01,0.07,0.07,0.006,0.006,0.1,0.01,0.001,0.001,0.01,0.005,"2006"
3,"CHK",0.02,0,0.005,0.005,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,0,0,0,0,0,0,0,0.01,0.01,0.07,0.07,0.006,0.006,0.1,0.01,0.001,0.001,0.01,0.005,"2006"
3,"GTS",0.01,0,0.005,0.005,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,0,0,0,0,0,0,0,0.01,0.01,0.07,0.07,0.006,0.006,0.1,0.01,0.001,0.001,0.01,0.005,"2006"
3,"SHP",0.01,0,0.005,0.005,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,0,0,0,0,0,0,0,0.01,0.01,0.07,0.07,0.006,0.006,0.1,0.01,0.001,0.001,0.01,0.005,"2006"
3,"CML",0.01,0,0.005,0.005,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,0,0,0,0,0,0,0,0.01,0.01,0.07,0.07,0.006,0.006,0.1,0.01,0.001,0.001,0.01,0.005,"2006"
4,"PGS",0.02,0,0.005,0.005,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,0,0,0,0,0,0,0,0.01,0.01,0.07,0.07,0.006,0.006,0.1,0.01,0.001,0.001,0.01,0.005,"2006"
4,"CTL",0.02,0,0.005,0.005,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,0,0,0,0,0,0,0,0.01,0.01,0.07,0.07,0.006,0.006,0.1,0.01,0.001,0.001,0.01,0.005,"2006"
4,"BFL",0.02,0,0.005,0.005,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,0,0,0,0,0,0,0,0.01,0.01,0.07,0.07,0.006,0.006,0.1,0.01,0.001,0.001,0.01,0.005,"2006"
4,"CHK",0.02,0,0.005,0.005,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,0,0,0,0,0,0,0,0.01,0.01,0.07,0.07,0.006,0.006,0.1,0.01,0.001,0.001,0.01,0.005,"2006"
4,"GTS",0.01,0,0.005,0.005,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,0,0,0,0,0,0,0,0.01,0.01,0.07,0.07,0.006,0.006,0.1,0.01,0.001,0.001,0.01,0.005,"2006"
4,"SHP",0.01,0,0.005,0.005,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,0,0,0,0,0,0,0,0.01,0.01,0.07,0.07,0.006,0.006,0.1,0.01,0.001,0.001,0.01,0.005,"2006"
4,"CML",0.01,0,0.005,0.005,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,0,0,0,0,0,0,0,0.01,0.01,0.07,0.07,0.006,0.006,0.1,0.01,0.001,0.001,0.01,0.005,"2006"
5,"PGS",0.02,0,0.005,0.005,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,0,0,0,0,0,0,0,0.01,0.01,0.07,0.07,0.006,0.006,0.1,0.01,0.001,0.001,0.01,0.005,"2006"
5,"CTL",0.02,0,0.005,0.005,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,0,0,0,0,0,0,0,0.01,0.01,0.07,0.07,0.006,0.006,0.1,0.01,0.001,0.001,0.01,0.005,"2006"
5,"BFL",0.02,0,0.005,0.005,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,0,0,0,0,0,0,0,0.01,0.01,0.07,0.07,0.006,0.006,0.1,0.01,0.001,0.001,0.01,0.005,"2006"
5,"CHK",0.02,0,0.005,0.005,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,0,0,0,0,0,0,0,0.01,0.01,0.07,0.07,0.006,0.006,0.1,0.01,0.001,0.001,0.01,0.005,"2006"
5,"GTS",0.01,0,0.005,0.005,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,0,0,0,0,0,0,0,0.01,0.01,0.07,0.07,0.006,0.006,0.1,0.01,0.001,0.001,0.01,0.005,"2006"
5,"SHP",0.01,0,0.005,0.005,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,0,0,0,0,0,0,0,0.01,0.01,0.07,0.07,0.006,0.006,0.1,0.01,0.001,0.001,0.01,0.005,"2006"
5,"CML",0.01,0,0.005,0.005,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,0,0,0,0,0,0,0,0.01,0.01,0.07,0.07,0.006,0.006,0.1,0.01,0.001,0.001,0.01,0.005,"2006"
7,"PGS",0.02,0,0.005,0.005,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,0,0,0,0,0,0,0,0.01,0.01,0.07,0.07,0.006,0.006,0.1,0.01,0.001,0.001,0.01,0.005,"2006"
7,"CTL",0.02,0,0.005,0.005,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,0,0,0,0,0,0,0,0.01,0.01,0.07,0.07,0.006,0.006,0.1,0.01,0.001,0.001,0.01,0.005,"2006"
7,"BFL",0.02,0,0.005,0.005,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,0,0,0,0,0,0,0,0.01,0.01,0.07,0.07,0.006,0.006,0.1,0.01,0.001,0.001,0.01,0.005,"2006"
7,"CHK",0.02,0,0.005,0.005,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,0,0,0,0,0,0,0,0.01,0.01,0.07,0.07,0.006,0.006,0.1,0.01,0.001,0.001,0.01,0.005,"2006"
7,"GTS",0.01,0,0.005,0.005,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,0,0,0,0,0,0,0,0.01,0.01,0.07,0.07,0.006,0.006,0.1,0.01,0.001,0.001,0.01,0.005,"2006"
7,"SHP",0.01,0,0.005,0.005,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,0,0,0,0,0,0,0,0.01,0.01,0.07,0.07,0.006,0.006,0.1,0.01,0.001,0.001,0.01,0.005,"2006"
7,"CML",0.01,0,0.005,0.005,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,0,0,0,0,0,0,0,0.01,0.01,0.07,0.07,0.006,0.006,0.1,0.01,0.001,0.001,0.01,0.005,"2006"
8,"PGS",0.02,0,0.005,0.005,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,0,0,0,0,0,0,0,0.01,0.01,0.07,0.07,0.006,0.006,0.1,0.01,0.001,0.001,0.01,0.005,"2006"
8,"CTL",0.02,0,0.005,0.005,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,0,0,0,0,0,0,0,0.01,0.01,0.07,0.07,0.006,0.006,0.1,0.01,0.001,0.001,0.01,0.005,"2006"
8,"BFL",0.02,0,0.005,0.005,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,0,0,0,0,0,0,0,0.01,0.01,0.07,0.07,0.006,0.006,0.1,0.01,0.001,0.001,0.01,0.005,"2006"
8,"CHK",0.02,0,0.005,0.005,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,0,0,0,0,0,0,0,0.01,0.01,0.07,0.07,0.006,0.006,0.1,0.01,0.001,0.001,0.01,0.005,"2006"
8,"GTS",0.01,0,0.005,0.005,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,0,0,0,0,0,0,0,0.01,0.01,0.07,0.07,0.006,0.006,0.1,0.01,0.001,0.001,0.01,0.005,"2006"
8,"SHP",0.01,0,0.005,0.005,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,0,0,0,0,0,0,0,0.01,0.01,0.07,0.07,0.006,0.006,0.1,0.01,0.001,0.001,0.01,0.005,"2006"
8,"CML",0.01,0,0.005,0.005,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,0,0,0,0,0,0,0,0.01,0.01,0.07,0.07,0.006,0.006,0.1,0.01,0.001,0.001,0.01,0.005,"2006"
9,"PGS",0.02,0,0.005,0.005,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,0,0,0,0,0,0,0,0.01,0.01,0.07,0.07,0.006,0.006,0.1,0.01,0.001,0.001,0.01,0.005,"2006"
9,"CTL",0.02,0,0.005,0.005,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,0,0,0,0,0,0,0,0.01,0.01,0.07,0.07,0.006,0.006,0.1,0.01,0.001,0.001,0.01,0.005,"2006"
9,"BFL",0.02,0,0.005,0.005,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,0,0,0,0,0,0,0,0.01,0.01,0.07,0.07,0.006,0.006,0.1,0.01,0.001,0.001,0.01,0.005,"2006"
9,"CHK",0.02,0,0.005,0.005,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,0,0,0,0,0,0,0,0.01,0.01,0.07,0.07,0.006,0.006,0.1,0.01,0.001,0.001,0.01,0.005,"2006"
9,"GTS",0.01,0,0.005,0.005,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,0,0,0,0,0,0,0,0.01,0.01,0.07,0.07,0.006,0.006,0.1,0.01,0.001,0.001,0.01,0.005,"2006"
9,"SHP",0.01,0,0.005,0.005,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,0,0,0,0,0,0,0,0.01,0.01,0.07,0.07,0.006,0.006,0.1,0.01,0.001,0.001,0.01,0.005,"2006"
9,"CML",0.01,0,0.005,0.005,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,0,0,0,0,0,0,0,0.01,0.01,0.07,0.07,0.006,0.006,0.1,0.01,0.001,0.001,0.01,0.005,"2006"
11,"PGS",0.02,0,0.005,0.005,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,0,0,0,0,0,0,0,0.01,0.01,0.07,0.07,0.006,0.006,0.1,0.01,0.001,0.001,0.01,0.005,"2006"
11,"CTL",0.02,0,0.005,0.005,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,0,0,0,0,0,0,0,0.01,0.01,0.07,0.07,0.006,0.006,0.1,0.01,0.001,0.001,0.01,0.005,"2006"
11,"BFL",0.02,0,0.005,0.005,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,0,0,0,0,0,0,0,0.01,0.01,0.07,0.07,0.006,0.006,0.1,0.01,0.001,0.001,0.01,0.005,"2006"
11,"CHK",0.02,0,0.005,0.005,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,0,0,0,0,0,0,0,0.01,0.01,0.07,0.07,0.006,0.006,0.1,0.01,0.001,0.001,0.01,0.005,"2006"
11,"GTS",0.01,0,0.005,0.005,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,0,0,0,0,0,0,0,0.01,0.01,0.07,0.07,0.006,0.006,0.1,0.01,0.001,0.001,0.01,0.005,"2006"
11,"SHP",0.01,0,0.005,0.005,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,0,0,0,0,0,0,0,0.01,0.01,0.07,0.07,0.006,0.006,0.1,0.01,0.001,0.001,0.01,0.005,"2006"
11,"CML",0.01,0,0.005,0.005,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,0,0,0,0,0,0,0,0.01,0.01,0.07,0.07,0.006,0.006,0.1,0.01,0.001,0.001,0.01,0.005,"2006"
12,"PGS",0.02,0,0.005,0.005,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,0,0,0,0,0,0,0,0.01,0.01,0.07,0.07,0.006,0.006,0.1,0.01,0.001,0.001,0.01,0.005,"2006"
12,"CTL",0.02,0,0.005,0.005,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,0,0,0,0,0,0,0,0.01,0.01,0.07,0.07,0.006,0.006,0.1,0.01,0.001,0.001,0.01,0.005,"2006"
12,"BFL",0.02,0,0.005,0.005,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,0,0,0,0,0,0,0,0.01,0.01,0.07,0.07,0.006,0.006,0.1,0.01,0.001,0.001,0.01,0.005,"2006"
12,"CHK",0.02,0,0.005,0.005,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,0,0,0,0,0,0,0,0.01,0.01,0.07,0.07,0.006,0.006,0.1,0.01,0.001,0.001,0.01,0.005,"2006"
12,"GTS",0.01,0,0.005,0.005,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,0,0,0,0,0,0,0,0.01,0.01,0.07,0.07,0.006,0.006,0.1,0.01,0.001,0.001,0.01,0.005,"2006"
12,"SHP",0.01,0,0.005,0.005,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,0,0,0,0,0,0,0,0.01,0.01,0.07,0.07,0.006,0.006,0.1,0.01,0.001,0.001,0.01,0.005,"2006"
12,"CML",0.01,0,0.005,0.005,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,0,0,0,0,0,0,0,0.01,0.01,0.07,0.07,0.006,0.006,0.1,0.01,0.001,0.001,0.01,0.005,"2006"
13,"PGS",0.02,0,0.005,0.005,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,0,0,0,0,0,0,0,0.01,0.01,0.07,0.07,0.006,0.006,0.1,0.01,0.001,0.001,0.01,0.005,"2006"
13,"CTL",0.02,0,0.005,0.005,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,0,0,0,0,0,0,0,0.01,0.01,0.07,0.07,0.006,0.006,0.1,0.01,0.001,0.001,0.01,0.005,"2006"
13,"BFL",0.02,0,0.005,0.005,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,0,0,0,0,0,0,0,0.01,0.01,0.07,0.07,0.006,0.006,0.1,0.01,0.001,0.001,0.01,0.005,"2006"
13,"CHK",0.02,0,0.005,0.005,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,0,0,0,0,0,0,0,0.01,0.01,0.07,0.07,0.006,0.006,0.1,0.01,0.001,0.001,0.01,0.005,"2006"
13,"GTS",0.01,0,0.005,0.005,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,0,0,0,0,0,0,0,0.01,0.01,0.07,0.07,0.006,0.006,0.1,0.01,0.001,0.001,0.01,0.005,"2006"
13,"SHP",0.01,0,0.005,0.005,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,0,0,0,0,0,0,0,0.01,0.01,0.07,0.07,0.006,0.006,0.1,0.01,0.001,0.001,0.01,0.005,"2006"
