"ADM0_CODE","ef5","ipcc_method"
99,0.0075,"2006"
100,0.0075,"2006"
101,0.0075,"2006"
103,0.0075,"2006"
104,0.0075,"2006"
105,0.0075,"2006"
106,0.0075,"2006"
107,0.0075,"2006"
108,0.0075,"2006"
109,0.0075,"2006"
110,0.0075,"2006"
111,0.0075,"2006"
112,0.0075,"2006"
113,0.0075,"2006"
114,0.0075,"2006"
115,0.0075,"2006"
116,0.0075,"2006"
117,0.0075,"2006"
118,0.0075,"2006"
119,0.0075,"2006"
120,0.0075,"2006"
121,0.0075,"2006"
122,0.0075,"2006"
123,0.0075,"2006"
126,0.0075,"2006"
127,0.0075,"2006"
128,0.0075,"2006"
129,0.0075,"2006"
130,0.0075,"2006"
131,0.0075,"2006"
132,0.0075,"2006"
133,0.0075,"2006"
134,0.0075,"2006"
135,0.0075,"2006"
136,0.0075,"2006"
137,0.0075,"2006"
138,0.0075,"2006"
139,0.0075,"2006"
140,0.0075,"2006"
141,0.0075,"2006"
142,0.0075,"2006"
144,0.0075,"2006"
145,0.0075,"2006"
146,0.0075,"2006"
147,0.0075,"2006"
148,0.0075,"2006"
149,0.0075,"2006"
150,0.0075,"2006"
151,0.0075,"2006"
152,0.0075,"2006"
153,0.0075,"2006"
154,0.0075,"2006"
155,0.0075,"2006"
156,0.0075,"2006"
157,0.0075,"2006"
158,0.0075,"2006"
159,0.0075,"2006"
160,0.0075,"2006"
161,0.0075,"2006"
162,0.0075,"2006"
163,0.0075,"2006"
164,0.0075,"2006"
165,0.0075,"2006"
166,0.0075,"2006"
167,0.0075,"2006"
168,0.0075,"2006"
169,0.0075,"2006"
170,0.0075,"2006"
171,0.0075,"2006"
172,0.0075,"2006"
173,0.0075,"2006"
174,0.0075,"2006"
175,0.0075,"2006"
176,0.0075,"2006"
177,0.0075,"2006"
178,0.0075,"2006"
179,0.0075,"2006"
180,0.0075,"2006"
181,0.0075,"2006"
182,0.0075,"2006"
183,0.0075,"2006"
184,0.0075,"2006"
185,0.0075,"2006"
186,0.0075,"2006"
187,0.0075,"2006"
188,0.0075,"2006"
189,0.0075,"2006"
190,0.0075,"2006"
191,0.0075,"2006"
192,0.0075,"2006"
193,0.0075,"2006"
194,0.0075,"2006"
195,0.0075,"2006"
196,0.0075,"2006"
197,0.0075,"2006"
198,0.0075,"2006"
199,0.0075,"2006"
200,0.0075,"2006"
201,0.0075,"2006"
202,0.0075,"2006"
203,0.0075,"2006"
204,0.0075,"2006"
205,0.0075,"2006"
206,0.0075,"2006"
207,0.0075,"2006"
208,0.0075,"2006"
209,0.0075,"2006"
210,0.0075,"2006"
211,0.0075,"2006"
212,0.0075,"2006"
213,0.0075,"2006"
214,0.0075,"2006"
215,0.0075,"2006"
216,0.0075,"2006"
217,0.0075,"2006"
218,0.0075,"2006"
220,0.0075,"2006"
221,0.0075,"2006"
222,0.0075,"2006"
223,0.0075,"2006"
224,0.0075,"2006"
225,0.0075,"2006"
226,0.0075,"2006"
227,0.0075,"2006"
228,0.0075,"2006"
229,0.0075,"2006"
230,0.0075,"2006"
231,0.0075,"2006"
233,0.0075,"2006"
234,0.0075,"2006"
235,0.0075,"2006"
236,0.0075,"2006"
237,0.0075,"2006"
238,0.0075,"2006"
239,0.0075,"2006"
240,0.0075,"2006"
241,0.0075,"2006"
242,0.0075,"2006"
243,0.0075,"2006"
244,0.0075,"2006"
245,0.0075,"2006"
246,0.0075,"2006"
247,0.0075,"2006"
248,0.0075,"2006"
249,0.0075,"2006"
250,0.0075,"2006"
251,0.0075,"2006"
252,0.0075,"2006"
253,0.0075,"2006"
254,0.0075,"2006"
255,0.0075,"2006"
256,0.0075,"2006"
257,0.0075,"2006"
258,0.0075,"2006"
259,0.0075,"2006"
260,0.0075,"2006"
261,0.0075,"2006"
262,0.0075,"2006"
263,0.0075,"2006"
264,0.0075,"2006"
265,0.0075,"2006"
266,0.0075,"2006"
267,0.0075,"2006"
268,0.0075,"2006"
269,0.0075,"2006"
270,0.0075,"2006"
271,0.0075,"2006"
2647,0.0075,"2006"
2648,0.0075,"2006"
33364,0.0075,"2006"
40760,0.0075,"2006"
40762,0.0075,"2006"
40765,0.0075,"2006"
40781,0.0075,"2006"
61013,0.0075,"2006"
147295,0.0075,"2006"
147296,0.0075,"2006"
6,0.0075,"2006"
74,0.0075,"2006"
102,0.0075,"2006"
74578,0.0075,"2006"
1,0.011,"2019"
2,0.011,"2019"
3,0.011,"2019"
4,0.011,"2019"
5,0.011,"2019"
6,0.011,"2019"
7,0.011,"2019"
8,0.011,"2019"
9,0.011,"2019"
11,0.011,"2019"
12,0.011,"2019"
13,0.011,"2019"
14,0.011,"2019"
15,0.011,"2019"
17,0.011,"2019"
18,0.011,"2019"
19,0.011,"2019"
20,0.011,"2019"
21,0.011,"2019"
23,0.011,"2019"
24,0.011,"2019"
26,0.011,"2019"
27,0.011,"2019"
28,0.011,"2019"
29,0.011,"2019"
30,0.011,"2019"
31,0.011,"2019"
33,0.011,"2019"
34,0.011,"2019"
35,0.011,"2019"
37,0.011,"2019"
38,0.011,"2019"
39,0.011,"2019"
40,0.011,"2019"
41,0.011,"2019"
42,0.011,"2019"
43,0.011,"2019"
44,0.011,"2019"
45,0.011,"2019"
46,0.011,"2019"
47,0.011,"2019"
48,0.011,"2019"
49,0.011,"2019"
50,0.011,"2019"
51,0.011,"2019"
52,0.011,"2019"
54,0.011,"2019"
56,0.011,"2019"
57,0.011,"2019"
58,0.011,"2019"
59,0.011,"2019"
60,0.011,"2019"
61,0.011,"2019"
62,0.011,"2019"
63,0.011,"2019"
64,0.011,"2019"
65,0.011,"2019"
66,0.011,"2019"
67,0.011,"2019"
68,0.011,"2019"
69,0.011,"2019"
70,0.011,"2019"
71,0.011,"2019"
72,0.011,"2019"
73,0.011,"2019"
74,0.011,"2019"
75,0.011,"2019"
76,0.011,"2019"
77,0.011,"2019"
78,0.011,"2019"
79,0.011,"2019"
80,0.011,"2019"
81,0.011,"2019"
82,0.011,"2019"
83,0.011,"2019"
84,0.011,"2019"
85,0.011,"2019"
86,0.011,"2019"
87,0.011,"2019"
88,0.011,"2019"
89,0.011,"2019"
90,0.011,"2019"
92,0.011,"2019"
93,0.011,"2019"
94,0.011,"2019"
95,0.011,"2019"
96,0.011,"2019"
97,0.011,"2019"
98,0.011,"2019"
99,0.011,"2019"
100,0.011,"2019"
101,0.011,"2019"
102,0.011,"2019"
103,0.011,"2019"
104,0.011,"2019"
105,0.011,"2019"
106,0.011,"2019"
107,0.011,"2019"
108,0.011,"2019"
109,0.011,"2019"
110,0.011,"2019"
111,0.011,"2019"
113,0.011,"2019"
114,0.011,"2019"
115,0.011,"2019"
116,0.011,"2019"
117,0.011,"2019"
118,0.011,"2019"
119,0.011,"2019"
120,0.011,"2019"
121,0.011,"2019"
122,0.011,"2019"
123,0.011,"2019"
126,0.011,"2019"
128,0.011,"2019"
129,0.011,"2019"
130,0.011,"2019"
131,0.011,"2019"
132,0.011,"2019"
133,0.011,"2019"
135,0.011,"2019"
136,0.011,"2019"
137,0.011,"2019"
138,0.011,"2019"
139,0.011,"2019"
140,0.011,"2019"
141,0.011,"2019"
142,0.011,"2019"
144,0.011,"2019"
145,0.011,"2019"
146,0.011,"2019"
147,0.011,"2019"
148,0.011,"2019"
149,0.011,"2019"
150,0.011,"2019"
151,0.011,"2019"
152,0.011,"2019"
153,0.011,"2019"
154,0.011,"2019"
155,0.011,"2019"
156,0.011,"2019"
157,0.011,"2019"
158,0.011,"2019"
159,0.011,"2019"
160,0.011,"2019"
161,0.011,"2019"
162,0.011,"2019"
163,0.011,"2019"
164,0.011,"2019"
165,0.011,"2019"
166,0.011,"2019"
167,0.011,"2019"
168,0.011,"2019"
169,0.011,"2019"
170,0.011,"2019"
171,0.011,"2019"
172,0.011,"2019"
173,0.011,"2019"
175,0.011,"2019"
176,0.011,"2019"
177,0.011,"2019"
178,0.011,"2019"
179,0.011,"2019"
180,0.011,"2019"
181,0.011,"2019"
182,0.011,"2019"
183,0.011,"2019"
184,0.011,"2019"
185,0.011,"2019"
186,0.011,"2019"
187,0.011,"2019"
188,0.011,"2019"
189,0.011,"2019"
191,0.011,"2019"
192,0.011,"2019"
193,0.011,"2019"
194,0.011,"2019"
195,0.011,"2019"
196,0.011,"2019"
197,0.011,"2019"
198,0.011,"2019"
199,0.011,"2019"
200,0.011,"2019"
201,0.011,"2019"
202,0.011,"2019"
203,0.011,"2019"
204,0.011,"2019"
205,0.011,"2019"
206,0.011,"2019"
207,0.011,"2019"
208,0.011,"2019"
209,0.011,"2019"
210,0.011,"2019"
211,0.011,"2019"
212,0.011,"2019"
213,0.011,"2019"
214,0.011,"2019"
215,0.011,"2019"
217,0.011,"2019"
220,0.011,"2019"
221,0.011,"2019"
222,0.011,"2019"
223,0.011,"2019"
224,0.011,"2019"
225,0.011,"2019"
226,0.011,"2019"
227,0.011,"2019"
228,0.011,"2019"
229,0.011,"2019"
231,0.011,"2019"
233,0.011,"2019"
234,0.011,"2019"
235,0.011,"2019"
236,0.011,"2019"
237,0.011,"2019"
238,0.011,"2019"
239,0.011,"2019"
240,0.011,"2019"
241,0.011,"2019"
242,0.011,"2019"
243,0.011,"2019"
244,0.011,"2019"
245,0.011,"2019"
246,0.011,"2019"
247,0.011,"2019"
248,0.011,"2019"
249,0.011,"2019"
250,0.011,"2019"
251,0.011,"2019"
252,0.011,"2019"
253,0.011,"2019"
254,0.011,"2019"
255,0.011,"2019"
256,0.011,"2019"
257,0.011,"2019"
258,0.011,"2019"
259,0.011,"2019"
260,0.011,"2019"
261,0.011,"2019"
262,0.011,"2019"
263,0.011,"2019"
264,0.011,"2019"
265,0.011,"2019"
266,0.011,"2019"
267,0.011,"2019"
268,0.011,"2019"
269,0.011,"2019"
270,0.011,"2019"
271,0.011,"2019"
2647,0.011,"2019"
2648,0.011,"2019"
33364,0.011,"2019"
40760,0.011,"2019"
40762,0.011,"2019"
40765,0.011,"2019"
40781,0.011,"2019"
61013,0.011,"2019"
74578,0.011,"2019"
147295,0.011,"2019"
147296,0.011,"2019"
