herd_id	cohort_short	ration_intake	ration_digestibility_fraction	nitrogen_excretion	ration_urinary_energy_fraction	ration_ash
7	FS	5.21065212180278	0.68432487233309	0.0915313098975702	0.124646	0.04
7	MA	8.28044403159179	0.68432487233309	0.170454596479123	0.124646	0.04
7	MJ	1.34583376579395	0.97119341563786	0.00990293591116427	0.0412	0.04
7	MS	5.04971491566054	0.68432487233309	0.0815243401471532	0.124646	0.04
8	FA	11.20633232077	0.536240499015486	0.133490257496123	0.103938	0.04
8	FJ	1.48451726759938	0.97119341563786	0.0240070184081723	0.0412	0.04
8	FS	6.78060163157897	0.536240499015486	0.0894485220883101	0.103938	0.04
8	MA	9.3957620069511	0.536240499015486	0.135821377267682	0.103938	0.04
8	MJ	1.31111365999347	0.97119341563786	0.0162905578697093	0.0412	0.04
8	MS	3.93397106383005	0.536240499015486	0.0477864835388731	0.103938	0.04
9	FA	2.51344074664356	0.790296762581842	0.0724909788525715	0.034718	0.04
9	FJ	0.271826617858932	0.972868217054264	0.00735111534542765	0.0388	0.04
9	FS	1.78686642007096	0.790296762581842	0.0468164230261476	0.034718	0.04
9	MA	2.05351882982271	0.790296762581842	0.0717561084704948	0.034718	0.04
9	MJ	0.271826617858932	0.972868217054264	0.00735111534542765	0.0388	0.04
9	MS	1.97117595602706	0.790296762581842	0.0509122276152974	0.034718	0.04
10	FA	1.32604045861967	0.549536391482469	0.0263684849341468	0.046149	0.04
10	FJ	0.104854267389445	0.972868217054264	0.00351829082493715	0.0388	0.04
10	FS	1.1345064178607	0.549536391482469	0.022098788288463	0.046149	0.04
10	MA	1.20399407946619	0.549536391482469	0.0281917621695167	0.046149	0.04
10	MJ	0.104854267389445	0.972868217054264	0.00351829082493715	0.0388	0.04
10	MS	1.18811111460726	0.549536391482469	0.0230404476060461	0.046149	0.04
11	FA	5.44117842805881	0.613144762061043	0.0945720957383273	0.12771	0.04
11	FJ	1.07642103750555	0.972972972972973	0.0366411658245461	0.0405	0.04
11	FS	3.8311376846394	0.613144762061043	0.0801674720768459	0.12771	0.04
11	MA	4.78187242297403	0.613144762061043	0.103590783187784	0.12771	0.04
11	MJ	1.07642103750555	0.972972972972973	0.0366411658245461	0.0405	0.04
11	MS	3.9857292610148	0.613144762061043	0.0831721285636854	0.12771	0.04
12	FA	8.14270480998478	0.596894110645384	0.0886101938257808	0.11738	0.04
12	FJ	1.260575686783	0.972972972972973	0.0420674110329638	0.0405	0.04
12	FS	5.5897103205539	0.596894110645384	0.0902179173779241	0.11738	0.04
12	MA	5.96300670195801	0.596894110645384	0.104653350747213	0.11738	0.04
12	MJ	1.260575686783	0.972972972972973	0.0420674110329638	0.0405	0.04
12	MS	5.72494186850598	0.596894110645384	0.0918886779004561	0.11738	0.04
