LPS,HerdType,Animal,ADM0_CODE,ISO3,ISO3_num,RegionClass,COUNTRY,A2S,ACT,AF1KG,AF2KG,AFC,AFKG,AFS,AF_FRAC,AM1KG,AM2KG,AMKG,BCR,BFM,BIDLE,Bo,CKG,CLIM,CLIMATE_ZONE,CLTSIZE,CSH,CYCLE,DCR,DISCARGE,DISCHARGE,DR1,DR1M,DR2,DRESS,DRF,DRL2,DRM,DRR2A,DRR2B,DWG,DWG2,EGGSYEAR,EGGWGHT,EGG_PROTEIN,FISHPOND,FR,FRMF,FRRF,GEST,HATCH,HOUR,IDLE,INCINERATION,LACT,LAYTIME1,LAYTIME2,LINT,LITSIZE,LW,M2SKG,MALE,MET_PROTEIN,MFSKG,MHR,MLK_FAT,MLK_PROTEIN,MLK_YIELD,mmsaerobic,mmsaerproc,mmsbiogashighleak1,mmsburned,mmscompostint,mmsdaily,mmsdrylot,MMSKG,mmslagoon,mmsliquidnatcov6,mmslitter,mmsnolitter,mmspasture,mmspit1,mmspit6,mmssolid,mmssolidadd,MOLT,MOLTTIME,POPULATION,PUBLSEWAGE,RRF,RRM,TEMPERATURE,WA,WKG,WOOL,size_total,M49_code,past_man_frac,FBR,Animal_short,HerdType_short,LPS_short,mmsdeepnomix2,mmsliquid6,adm0_code,mmssolidcov,mmssolidbulk,mmspit3,mmspit4,mmspit12,mmsliquid1,mmsliquid3,mmsliquid4,mmsliquid12,mmsliquidnatcov1,mmsliquidnatcov3,mmsliquidnatcov4,mmsliquidnatcov12,mmsliquidsolcov1,mmsliquidsolcov3,mmsliquidsolcov4,mmsliquidsolcov6,mmsliquidsolcov12,mmsbiogaslowleak1,mmsbiogaslowleak2,mmsbiogaslowleak3,mmsbiogashighleak2,mmsbiogashighleak3,mmsdeepnomix1,mmsdeepmix2,mmsdeepmix1,mmscompostves,mmscompoststat,mmscompostpass,mmsareobic
Backyard,Chicken,Chicken,20,BHS,,Countries,Bahamas,0,0,1.010582011,1.5,0.484931507,0,2.536986301,0.01,1.281417989,1.902,0,0.15151,0.75,0,0.24,0.03,0,3,13,0,3.3,0,0,0,0.58,0,0.2,0,0,0,0.15,0,0,0.00346384,0,100,47.8,0.124,0,0,0.95,0.95,0,0.79,0,0,0,0,0,0,0,0,0.926949439,1.146,1,0.19,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,1053.931448,0,0,0,25.95346346,0,0,0,15315.0768,44,0.488386370612913,0.5,CHK,CHK,BCK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Backyard,Chicken,Chicken,21,BHR,,Countries,Bahrain,0,0,0.805651438,1.33,0.534246575,0,2.536986301,0.01,0.984348562,1.625,0,0.0909,0.75,0,0.24,0.035,0,4,13.5,0,3.5,0,0,0,0.46,0,0.22,0,0,0,0.15,0,0,0.002532248,0,145,43.8,0.124,0,0,0.95,0.95,0,0.77,0,0,0,0,0,0,0,0,0.773091746,0.895,1,0.19,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,848.5412497,0,0,0,28.83077949,0,0,0,7874.251941,48,0.129924085876493,0.5,CHK,CHK,BCK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Backyard,Chicken,Chicken,23,BGD,,Countries,Bangladesh,0,0,0.706916113,1.091515825,0.504129532,0,2.536940355,0.01,0.874204042,1.349810976,0,0.0909,0.75,0,0.24,0.03499269,0,2.288246889,14.99948662,0,3.797721549,0,0,0,0.489991444,0,0.249942713,0,0,0,0.15,0,0,0.00227867,0,76.04325481,39.50407391,0.124,0,0,0.95,0.95,0,0.779842826,0,0,0,0,0,0,0,0,0.66178821,0.790560077,1,0.19,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,173230.3833,0,0,0,26.74442674,0,0,0,219925381.6,50,0.755353687009538,0.5,CHK,CHK,BCK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Backyard,Chicken,Chicken,13,ARM,,Countries,Armenia,0,0,0.805499138,1.329633008,0.534200299,0,2.536986301,0.01,0.984178401,1.624576193,0,0.0909,0.75,0,0.24,0.035,0,7.889563528,13.5023033,0,3.500460659,0,0,0,0.460046066,0,0.220046066,0,0,0,0.15,0,0,0.002531864,0,144.8940483,43.8,0.124,0,0,0.95,0.95,0,0.770015355,0,0,0,0,0,0,0,0,0.772919186,0.894838769,1,0.19,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,5869.042904,0,0,0,7.136655205,0,0,0,378320.7404,51,0.0852059925093633,0.5,CHK,CHK,BCK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Backyard,Chicken,Chicken,24,BRB,,Countries,Barbados,0,0,1.010582011,1.5,0.484931507,0,2.536986301,0.01,1.281417989,1.902,0,0.15151,0.75,0,0.24,0.03,0,2,13,0,3.3,0,0,0,0.58,0,0.2,0,0,0,0.15,0,0,0.00346384,0,100,47.8,0.124,0,0,0.95,0.95,0,0.79,0,0,0,0,0,0,0,0,0.926949432,1.146,1,0.19,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,8369.690698,0,0,0,27.30962455,0,0,0,168218.8099,52,0.488386370612913,0.5,CHK,CHK,BCK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Backyard,Chicken,Chicken,27,BEL,,Countries,Belgium,0,0,1.70086758,1.93,0.410958904,0,2.01369863,0.01,2.15913242,2.45,0,0.02,0.75,0,0.39,0.045,0,5.087044321,15,0,3.3,0,0,0,0.09,0,0.2,0,0,0,0.15,0,0,0.005207892,0,159,57.5,0.124,0,0,0.95,0.95,0,0.8,0,0,0,0,0,0,0,0,1.489276862,1.93,1,0.19,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,2204.906977,0,0,0,10.58910222,0,0,0,0,56,0.159010600706714,0.5,CHK,CHK,BCK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Backyard,Chicken,Chicken,31,BTN,,Countries,Bhutan,0,0,0.757527545,1.15500825,0.506485124,0,2.536986301,0.01,0.954228605,1.453997901,0,0.0909,0.75,0,0.24,0.033952591,0,4.705072024,14.98721814,0,3.484450401,0,0,0,0.489744363,0,0.242761639,0,0,0,0.15,0,0,0.002403474,0,82.84638385,43.52767378,0.124,0,0,0.95,0.95,0,0.75812869,0,0,0,0,0,0,0,0,0.713254005,0.855878075,1,0.19,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,402.2893283,0,0,0,11.10132739,0,0,0,83069.8971,64,0.0647714815536931,0.5,CHK,CHK,BCK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Backyard,Chicken,Chicken,33,BOL,,Countries,Bolivia (Plurinational State of),0,0,1.010582011,1.5,0.484931507,0,2.536986301,0.01,1.281417989,1.902,0,0.15151,0.75,0,0.24,0.03,0,5.368019922,13,0,3.3,0,0,0,0.58,0,0.2,0,0,0,0.15,0,0,0.00346384,0,100,47.80211872,0.124,0,0,0.95,0.95,0,0.79,0,0,0,0,0,0,0,0,0.926949436,1.146,1,0.19,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,106283.2367,0,0,0,14.86488285,0,0,0,40025341.35,68,0.0472340916965008,0.5,CHK,CHK,BCK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Backyard,Chicken,Chicken,34,BIH,,Countries,Bosnia and Herzegovina,0,0,1.70086758,1.93,0.410958904,0,2.01369863,0.01,2.15913242,2.45,0,0.02,0.75,0,0.39,0.045,0,6.121817269,15,0,3.3,0,0,0,0.09,0,0.2,0,0,0,0.15,0,0,0.005207892,0,159,57.5,0.124,0,0,0.95,0.95,0,0.8,0,0,0,0,0,0,0,0,1.489276862,1.93,1,0.19,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,2924.211336,0,0,0,9.919355886,0,0,0,1049739.732,70,0.299265197060788,0.5,CHK,CHK,BCK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Backyard,Chicken,Chicken,35,BWA,,Countries,Botswana,0,0,0.895242845,1.230635301,0.460273973,0,2.536986301,0.01,1.396757155,1.92,0,0.1923,0.75,0,0.24,0.025,0,5.305772231,14.48941165,0,3,0,0,0,0.629311758,0,0.2,0,0,0,0.15,0,0,0.003578453,0,54.97352914,41,0.124,0,0,0.95,0.95,0,0.809947058,0,0,0,0,0,0,0,0,0.830179667,1.146,1,0.19,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,760.4823562,0,0,0,23.10631349,0,0,0,569252.5768,72,0.0039608120832004,0.5,CHK,CHK,BCK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Backyard,Chicken,Chicken,37,BRA,,Countries,Brazil,0,0,1.010582011,1.5,0.484931507,0,2.536986301,0.01,1.281417989,1.902,0,0.15151,0.75,0,0.24,0.03,0,3.015581202,13,0,3.3,0,0,0,0.58,0,0.2,0,0,0,0.15,0,0,0.00346384,0,100,61.49188308,0.124,0,0,0.95,0.95,0,0.79,0,0,0,0,0,0,0,0,0.926949435,1.146,1,0.19,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,25363.73297,0,0,0,23.41299686,0,0,0,79588885.94,76,0.0701552219337884,0.5,CHK,CHK,BCK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Backyard,Chicken,Chicken,28,BLZ,,Countries,Belize,0,0,1.010582011,1.5,0.484931507,0,2.536986301,0.01,1.281417989,1.902,0,0.15151,0.75,0,0.24,0.03,0,2.632695113,13,0,3.3,0,0,0,0.58,0,0.2,0,0,0,0.15,0,0,0.00346384,0,100,47.8,0.124,0,0,0.95,0.95,0,0.79,0,0,0,0,0,0,0,0,0.926949435,1.146,1,0.19,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,232.9251251,0,0,0,24.57944743,0,0,0,80848.89918,84,0.295793492850191,0.5,CHK,CHK,BCK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Backyard,Chicken,Chicken,225,SLB,,Countries,Solomon Islands,0,0,0.881538462,1.25,0.484931507,0,2.536986301,0.01,1.410461538,2,0,0.15151,0.75,0,0.39,0.03,0,2,13,0,3.3,0,0,0,0.73,0,0.2,0,0,0,0.15,0,0,0.003841576,0,70,47.8,0.124,0,0,0.95,0.95,0,0.84,0,0,0,0,0,0,0,0,0.79780104,1.146,1,0.19,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,2503.942907,0,0,0,27.39687985,0,0,0,214213.634,90,0.406928557131313,0.5,CHK,CHK,BCK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Backyard,Chicken,Chicken,40,BRN,,Countries,Brunei Darussalam,0,0,1.360344828,1.578,0.534246575,0,2.268493151,0.01,1.639655172,1.902,0,0.0909,0.75,0,0.24,0.035,0,2,12,0,3.3,0,0,0,0.44,0,0.2,0,0,0,0.15,0,0,0.003998728,0,44,43.8,0.124,0,0,0.95,0.95,0,0.75,0,0,0,0,0,0,0,0,1.113547509,1.5,1,0.19,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,829.5659733,0,0,0,27.48245283,0,0,0,19723.30564,96,0.216192539997234,0.5,CHK,CHK,BCK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Backyard,Chicken,Chicken,41,BGR,,Countries,Bulgaria,0,0,1.130314213,1.600448778,0.410978845,0,2.013783267,0.01,1.471435032,2.083473584,0,0.020011467,0.75,0,0.389975739,0.044998383,0,6.665220548,14.99975739,0,3.300032348,0,0,0,0.090059844,0,0.200003235,0,0,0,0.15,0,0,0.003798485,0,158.9977356,57.49778416,0.124,0,0,0.95,0.95,0,0.799995148,0,0,0,0,0,0,0,0,1.092562596,1.300874622,1,0.19,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,2438.646767,0,0,0,10.81587364,0,0,0,389105.7375,100,0.194218768397504,0.5,CHK,CHK,BCK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Backyard,Chicken,Chicken,171,MMR,,Countries,Myanmar,0,0,1.360247247,1.577927848,0.534244631,0,2.268556556,0.01,1.639542689,1.901920158,0,0.0909,0.75,0,0.24,0.034999957,0,2.370610558,12.00045529,0,3.300020969,0,0,0,0.440006744,0,0.200006461,0,0,0,0.15,0,0,0.003998515,0,44.00513995,43.79972971,0.124,0,0,0.95,0.95,0,0.750004512,0,0,0,0,0,0,0,0,1.113475418,1.499894968,1,0.19,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,160688.2797,0,0,0,25.37372684,0,0,0,274045788.6,104,0.591455273698264,0.5,CHK,CHK,BCK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Backyard,Chicken,Chicken,43,BDI,,Countries,Burundi,0,0,0.945991196,1.349426578,0.460273973,0,2.536986301,0.01,1.346008804,1.92,0,0.192201983,0.75,0,0.24,0.025,0,1,12.49235437,0,3.001911407,0,0,0,0.500496966,0,0.2,0,0,0,0.15,0,0,0.00330558,0,50.01911407,40.99802424,0.124,0,0,0.95,0.95,0,0.799847087,0,0,0,0,0,0,0,0,0.899930426,1.146,1,0.19,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,5292.115072,0,0,0,20.47580507,0,0,0,2105081.414,108,0.214525584836929,0.5,CHK,CHK,BCK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Backyard,Chicken,Chicken,26,BLR,,Countries,Belarus,0,0,1.695403303,1.926843966,0.410958904,0,2.01369863,0.01,2.152546386,2.446490108,0,0.02,0.75,0,0.39,0.045,0,7.744425638,15,0,3.3,0,0,0,0.09,0,0.2,0,0,0,0.15,0,0,0.005194396,0,159,57.5,0.124,0,0,0.95,0.95,0,0.8,0,0,0,0,0,0,0,0,1.485477422,1.923974844,1,0.19,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,5724.103194,0,0,0,6.322355907,0,0,0,1256576.289,112,0.327398333211109,0.5,CHK,CHK,BCK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Backyard,Chicken,Chicken,44,KHM,,Countries,Cambodia,0,0,1.360344828,1.578,0.534246575,0,2.268493151,0.01,1.639655172,1.902,0,0.0909,0.75,0,0.24,0.035,0,2.847074373,12,0,3.3,0,0,0,0.44,0,0.2,0,0,0,0.15,0,0,0.003998728,0,44,43.8,0.124,0,0,0.95,0.95,0,0.75,0,0,0,0,0,0,0,0,1.113547508,1.5,1,0.19,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,15234.10516,0,0,0,26.53997675,0,0,0,8449868.003,116,0.012082234274819,0.5,CHK,CHK,BCK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Backyard,Chicken,Chicken,45,CMR,,Countries,Cameroon,0,0,0.881588399,1.200112305,0.460273973,0,2.537720013,0.01,1.410411601,1.92,0,0.166732005,0.75,0,0.24,0.025,0,2.611148197,10.50539929,0,3.501079857,0,0,0,0.630259166,0,0.200215971,0,0,0,0.15,0,0,0.003554498,0,54.95896542,41.00863886,0.124,0,0,0.95,0.95,0,0.760086389,0,0,0,0,0,0,0,0,0.821062008,1.146,1,0.19,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,77430.71911,0,0,0,24.71063949,0,0,0,35700551.57,120,0.425234355662279,0.5,CHK,CHK,BCK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
