LPS,HerdType,Animal,ADM0_CODE,ISO3,ISO3_num,RegionClass,COUNTRY,A2S,ACT,AF1KG,AF2KG,AFC,AFKG,AFS,AF_FRAC,AM1KG,AM2KG,AMKG,BCR,BFM,BIDLE,Bo,CKG,CLIM,CLIMATE_ZONE,CLTSIZE,CSH,CYCLE,DCR,DISCARGE,DISCHARGE,DR1,DR1M,DR2,DRESS,DRF,DRL2,DRM,DRR2A,DRR2B,DWG,DWG2,EGGSYEAR,EGGWGHT,EGG_PROTEIN,FISHPOND,FR,FRMF,FRRF,GEST,HATCH,HOUR,IDLE,INCINERATION,LACT,LAYTIME1,LAYTIME2,LINT,LITSIZE,LW,M2SKG,MALE,MET_PROTEIN,MFSKG,MHR,MLK_FAT,MLK_PROTEIN,MLK_YIELD,mmsaerobic,mmsaerproc,mmsbiogashighleak1,mmsburned,mmscompostint,mmsdaily,mmsdrylot,MMSKG,mmslagoon,mmsliquidnatcov6,mmslitter,mmsnolitter,mmspasture,mmspit1,mmspit6,mmssolid,mmssolidadd,MOLT,MOLTTIME,POPULATION,PUBLSEWAGE,RRF,RRM,TEMPERATURE,WA,WKG,WOOL,size_total,M49_code,past_man_frac,FBR,Animal_short,HerdType_short,LPS_short,mmsdeepnomix2,mmsliquid6,adm0_code,mmssolidcov,mmssolidbulk,mmspit3,mmspit4,mmspit12,mmsliquid1,mmsliquid3,mmsliquid4,mmsliquid12,mmsliquidnatcov1,mmsliquidnatcov3,mmsliquidnatcov4,mmsliquidnatcov12,mmsliquidsolcov1,mmsliquidsolcov3,mmsliquidsolcov4,mmsliquidsolcov6,mmsliquidsolcov12,mmsbiogaslowleak1,mmsbiogaslowleak2,mmsbiogaslowleak3,mmsbiogashighleak2,mmsbiogashighleak3,mmsdeepnomix1,mmsdeepmix2,mmsdeepmix1,mmscompostves,mmscompoststat,mmscompostpass,mmsareobic
Backyard,Chicken,Chicken,20,BHS,,Countries,Bahamas,0,0,1.01058201058201,1.5,0.48493150685,0,2.53698630137,0.01,1.28141798941799,1.902,0,0.15151,0.75,0,0.24,0.03,0,3,13,0,3.3,0,0,0,0.58,0,0.2,0,0,0,0.15,0,0,0.00346384019482013,0,100,47.8,0.124,0,0,0.95,0.95,0,0.79,0,0,0,0,0,0,0,0,0.92694943905799,1.146,1,0.19,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,1053.93144784482,0,0,0,25.9534634565003,0,0,0,15315.0768,44,0.488386370612913,0.5,CHK,CHK,BCK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Backyard,Chicken,Chicken,21,BHR,,Countries,Bahrain,0,0,0.805651438240271,1.33,0.53424657534,0,2.53698630137,0.01,0.984348561759729,1.625,0,0.0909,0.75,0,0.24,0.035,0,4,13.5,0,3.5,0,0,0,0.46,0,0.22,0,0,0,0.15,0,0,0.00253224775081818,0,145,43.8,0.124,0,0,0.95,0.95,0,0.77,0,0,0,0,0,0,0,0,0.773091746226936,0.895,1,0.19,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,848.541249650699,0,0,0,28.8307794923956,0,0,0,7874.251941,48,0.129924085876493,0.5,CHK,CHK,BCK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Backyard,Chicken,Chicken,23,BGD,,Countries,Bangladesh,0,0,0.706916112723684,1.09151582480953,0.504129532412997,0,2.53694035512447,0.01,0.874204041947689,1.34981097634589,0,0.0908999999999999,0.75,0,0.24,0.0349926903725565,0,2.28824688890903,14.9994866210321,0,3.79772154860562,0,0,0,0.489991443683868,0,0.249942712834245,0,0,0,0.15,0,0,0.00227867021600241,0,76.0432548072993,39.5040739063866,0.124,0,0,0.949999999999999,0.949999999999999,0,0.779842825959495,0,0,0,0,0,0,0,0,0.661788210193582,0.790560077335686,1,0.19,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,173230.383286707,0,0,0,26.7444267357169,0,0,0,219925381.6,50,0.755353687009538,0.5,CHK,CHK,BCK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Backyard,Chicken,Chicken,13,ARM,,Countries,Armenia,0,0,0.805499137739785,1.32963300797511,0.534200299048676,0,2.53698630137,0.01,0.984178400648384,1.62457619331016,0,0.0909,0.75,0,0.24,0.035,0,7.88956352771323,13.5023032972274,0,3.50046065944547,0,0,0,0.460046065944548,0,0.220046065944547,0,0,0,0.15,0,0,0.0025318644436274,0,144.894048327541,43.8,0.124,0,0,0.949999999999999,0.949999999999999,0,0.770015355314849,0,0,0,0,0,0,0,0,0.772919185977559,0.894838769194085,1,0.19,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,5869.04290371937,0,0,0,7.13665520492927,0,0,0,378320.7404,51,0.0852059925093633,0.5,CHK,CHK,BCK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Backyard,Chicken,Chicken,24,BRB,,Countries,Barbados,0,0,1.01058201058201,1.5,0.48493150685,0,2.53698630137,0.01,1.28141798941799,1.902,0,0.15151,0.75,0,0.24,0.03,0,2,13,0,3.3,0,0,0,0.58,0,0.2,0,0,0,0.15,0,0,0.00346384024829854,0,100,47.8,0.124,0,0,0.95,0.95,0,0.79,0,0,0,0,0,0,0,0,0.926949432124651,1.146,1,0.19,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,8369.69069752837,0,0,0,27.3096245512927,0,0,0,168218.8099,52,0.488386370612913,0.5,CHK,CHK,BCK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Backyard,Chicken,Chicken,27,BEL,,Countries,Belgium,0,0,1.70086757990868,1.93,0.41095890411,0,2.01369863014,0.01,2.15913242009132,2.45,0,0.02,0.75,0,0.39,0.045,0,5.08704432067192,15,0,3.3,0,0,0,0.09,0,0.2,0,0,0,0.15,0,0,0.00520789162900217,0,159,57.5,0.124,0,0,0.950000000000001,0.950000000000001,0,0.8,0,0,0,0,0,0,0,0,1.48927686167661,1.93,1,0.19,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,2204.90697729575,0,0,0,10.5891022171192,0,0,0,0,56,0.159010600706714,0.5,CHK,CHK,BCK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Backyard,Chicken,Chicken,31,BTN,,Countries,Bhutan,0,0,0.757527545498188,1.15500824967483,0.506485124128462,0,2.53698630137,0.01,0.95422860528011,1.45399790124648,0,0.0909000000000001,0.75,0,0.24,0.0339525914428012,0,4.70507202428763,14.9872181378207,0,3.48445040112697,0,0,0,0.489744362756414,0,0.242761639041755,0,0,0,0.15,0,0,0.00240347361566598,0,82.8463838514132,43.5276737751283,0.124,0,0,0.95,0.95,0,0.758128689595736,0,0,0,0,0,0,0,0,0.713254005173597,0.855878075389149,1,0.19,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,402.289328333477,0,0,0,11.1013273907175,0,0,0,83069.8971,64,0.0647714815536931,0.5,CHK,CHK,BCK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Backyard,Chicken,Chicken,33,BOL,,Countries,Bolivia (Plurinational State of),0,0,1.01058201058201,1.5,0.484931506850002,0,2.53698630137,0.01,1.28141798941799,1.902,0,0.151510000000001,0.75,0,0.24,0.0300000000000001,0,5.36801992203742,13,0,3.3,0,0,0,0.58,0,0.2,0,0,0,0.15,0,0,0.00346384021822444,0,100,47.8021187225803,0.124,0,0,0.949999999999999,0.949999999999999,0,0.790000000000001,0,0,0,0,0,0,0,0,0.926949435642483,1.146,1,0.19,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,106283.236704954,0,0,0,14.8648828506967,0,0,0,40025341.35,68,0.0472340916965008,0.5,CHK,CHK,BCK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Backyard,Chicken,Chicken,34,BIH,,Countries,Bosnia and Herzegovina,0,0,1.70086757990868,1.93,0.41095890411,0,2.01369863014,0.01,2.15913242009132,2.45,0,0.02,0.75,0,0.39,0.045,0,6.12181726872796,15,0,3.30000000000001,0,0,0,0.09,0,0.2,0,0,0,0.15,0,0,0.00520789160724752,0,159,57.5,0.124,0,0,0.950000000000002,0.950000000000002,0,0.8,0,0,0,0,0,0,0,0,1.48927686221924,1.93,1,0.19,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,2924.21133564217,0,0,0,9.9193558859702,0,0,0,1049739.732,70,0.299265197060788,0.5,CHK,CHK,BCK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Backyard,Chicken,Chicken,35,BWA,,Countries,Botswana,0,0,0.895242845483715,1.23063530075284,0.460273972600001,0,2.53698630137001,0.01,1.39675715451628,1.92,0,0.1923,0.75,0,0.24,0.025,0,5.30577223063614,14.4894116541193,0,3,0,0,0,0.629311757517753,0,0.2,0,0,0,0.15,0,0,0.00357845268645112,0,54.9735291352983,41,0.124,0,0,0.949999999999999,0.949999999999999,0,0.809947058270598,0,0,0,0,0,0,0,0,0.830179667007946,1.146,1,0.19,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,760.482356239922,0,0,0,23.1063134892043,0,0,0,569252.5768,72,0.0039608120832004,0.5,CHK,CHK,BCK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Backyard,Chicken,Chicken,37,BRA,,Countries,Brazil,0,0,1.010582010582,1.5,0.48493150685,0,2.53698630137001,0.01,1.281417989418,1.90199999999999,0,0.15151,0.75,0,0.240000000000001,0.0300000000000001,0,3.01558120151504,13,0,3.29999999999999,0,0,0,0.579999999999998,0,0.2,0,0,0,0.15,0,0,0.00346384023102683,0,100,61.4918830792032,0.124,0,0,0.950000000000004,0.950000000000004,0,0.789999999999996,0,0,0,0,0,0,0,0,0.926949434869505,1.14599999999999,1,0.19,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,25363.7329711492,0,0,0,23.4129968631567,0,0,0,79588885.94,76,0.0701552219337884,0.5,CHK,CHK,BCK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Backyard,Chicken,Chicken,28,BLZ,,Countries,Belize,0,0,1.01058201058201,1.5,0.48493150685,0,2.53698630137,0.01,1.28141798941799,1.902,0,0.15151,0.75,0,0.24,0.03,0,2.63269511276885,13,0,3.3,0,0,0,0.58,0,0.2,0,0,0,0.15,0,0,0.00346384022303534,0,100,47.8,0.124,0,0,0.95,0.95,0,0.79,0,0,0,0,0,0,0,0,0.92694943504349,1.146,1,0.19,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,232.925125097528,0,0,0,24.5794474258288,0,0,0,80848.89918,84,0.295793492850191,0.5,CHK,CHK,BCK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Backyard,Chicken,Chicken,225,SLB,,Countries,Solomon Islands,0,0,0.881538461538461,1.25,0.48493150685,0,2.53698630137,0.01,1.41046153846154,2,0,0.15151,0.75,0,0.39,0.03,0,2,13,0,3.3,0,0,0,0.73,0,0.2,0,0,0,0.15,0,0,0.00384157642850995,0,70,47.8,0.124,0,0,0.950000000000001,0.950000000000001,0,0.84,0,0,0,0,0,0,0,0,0.797801039779913,1.146,1,0.19,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,2503.94290749726,0,0,0,27.3968798539845,0,0,0,214213.634,90,0.406928557131313,0.5,CHK,CHK,BCK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Backyard,Chicken,Chicken,40,BRN,,Countries,Brunei Darussalam,0,0,1.36034482758621,1.578,0.53424657534,0,2.26849315068,0.01,1.63965517241379,1.902,0,0.0909,0.75,0,0.24,0.035,0,2,12,0,3.3,0,0,0,0.44,0,0.2,0,0,0,0.15,0,0,0.00399872811380691,0,44,43.8,0.124,0,0,0.95,0.95,0,0.75,0,0,0,0,0,0,0,0,1.11354750853684,1.5,1,0.19,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,829.565973344485,0,0,0,27.4824528332731,0,0,0,19723.30564,96,0.216192539997234,0.5,CHK,CHK,BCK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Backyard,Chicken,Chicken,41,BGR,,Countries,Bulgaria,0,0,1.13031421270899,1.60044877767376,0.4109788447051,0,2.01378326688809,0.01,1.47143503196622,2.0834735843011,0,0.0200114673931174,0.75,0,0.389975738942629,0.0449983825961753,0,6.66522054801129,14.9997573894263,0,3.3000323480765,0,0,0,0.090059843941515,0,0.20000323480765,0,0,0,0.15,0,0,0.00379848537872885,0,158.997735634645,57.4977841567601,0.124,0,0,0.949999999999999,0.949999999999999,0,0.799995147788526,0,0,0,0,0,0,0,0,1.092562595555,1.30087462233761,1,0.19,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,2438.64676703725,0,0,0,10.8158736404302,0,0,0,389105.7375,100,0.194218768397504,0.5,CHK,CHK,BCK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Backyard,Chicken,Chicken,171,MMR,,Countries,Myanmar,0,0,1.36024724741243,1.57792784765782,0.534244630929681,0,2.2685565564584,0.01,1.63954268869397,1.90192015782006,0,0.0908999999999998,0.75,0,0.24,0.0349999574733061,0,2.37061055834435,12.0004552915314,0,3.30002096893066,0,0,0,0.440006744288882,0,0.200006460777589,0,0,0,0.15,0,0,0.0039985149498763,0,44.0051399542943,43.7997297144179,0.124,0,0,0.95,0.95,0,0.750004512263389,0,0,0,0,0,0,0,0,1.11347541798352,1.4998949680532,1,0.19,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,160688.279709522,0,0,0,25.3737268355645,0,0,0,274045788.6,104,0.591455273698264,0.5,CHK,CHK,BCK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Backyard,Chicken,Chicken,43,BDI,,Countries,Burundi,0,0,0.945991195830894,1.34942657803072,0.4602739726,0,2.53698630137,0.01,1.34600880416911,1.92,0,0.192201983071384,0.75,0,0.24,0.025,0,1,12.492354373743,0,3.00191140656427,0,0,0,0.50049696570671,0,0.2,0,0,0,0.15,0,0,0.00330557961938509,0,50.0191140656427,40.9980242429297,0.124,0,0,0.95,0.95,0,0.799847087474859,0,0,0,0,0,0,0,0,0.899930425518124,1.146,1,0.19,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,5292.11507247998,0,0,0,20.4758050685018,0,0,0,2105081.414,108,0.214525584836929,0.5,CHK,CHK,BCK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Backyard,Chicken,Chicken,26,BLR,,Countries,Belarus,0,0,1.695403303176,1.92684396609724,0.410958904110001,0,2.01369863013999,0.01,2.15254638555891,2.44649010775056,0,0.02,0.75,0,0.390000000000001,0.045,0,7.74442563771999,15,0,3.30000000000001,0,0,0,0.0899999999999999,0,0.199999999999999,0,0,0,0.15,0,0,0.00519439634679714,0,159,57.5,0.123999999999999,0,0,0.950000000000001,0.950000000000001,0,0.799999999999998,0,0,0,0,0,0,0,0,1.48547742197249,1.92397484436746,1,0.189999999999999,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,5724.10319408255,0,0,0,6.32235590721282,0,0,0,1256576.289,112,0.327398333211109,0.5,CHK,CHK,BCK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
